customer_id,order_id,order_date,product_category,product_price,quantity,discount_pct,channel,country,days_since_last_order,total_orders,total_revenue,converted
C00790,ORD000721,2023-07-24,electronics,15.15,2,0.07,email,CA,331,49,4772.62,1
C00306,ORD000722,2023-09-09,toys,219.02,3,0.36,direct,UK,183,43,489.6,1
C00205,ORD000723,2023-09-08,sports,443.28,4,0.11,direct,AU,46,49,2118.46,1
C00191,ORD000724,2023-08-11,books,215.88,1,0.21,email,FR,114,42,3434.32,1
C00508,ORD000725,2023-09-27,books,325.38,1,0.12,email,US,244,20,751.55,1
C00925,ORD000726,2023-06-03,toys,128.08,4,0.12,organic_search,DE,39,3,2571.94,0
C00423,ORD000727,2023-02-18,sports,332.12,5,0.33,social,CA,299,6,3845.55,1
C00759,ORD000728,2023-12-05,sports,93.88,2,0.34,organic_search,US,213,46,1495.26,0
C00466,ORD000729,2023-12-10,sports,313.79,3,0.14,paid_search,UK,94,6,3737.68,0
C00893,ORD000730,2023-12-11,electronics,219.73,1,0.0,organic_search,US,87,42,2390.83,0
C00890,ORD000731,2023-12-03,books,302.93,4,0.12,direct,CA,353,44,4816.08,0
C00824,ORD000732,2023-06-04,electronics,66.92,1,0.08,organic_search,FR,96,2,1054.06,0
C00666,ORD000733,2023-05-04,sports,421.83,5,0.08,social,AU,75,31,2115.18,1
C00925,ORD000734,2023-03-20,books,352.79,4,0.19,email,DE,124,13,1481.21,0
C00402,ORD000735,2023-01-27,home_garden,8.9,4,0.39,email,FR,296,39,3658.08,0
C00038,ORD000736,2023-09-07,sports,245.62,5,0.29,referral,AU,118,46,312.92,1
C00591,ORD000737,2023-06-11,beauty,36.44,4,0.36,organic_search,AU,318,42,1740.35,0
C00022,ORD000738,2023-03-24,home_garden,364.47,4,0.14,paid_search,DE,112,38,4546.26,1
C00617,ORD000739,2023-12-03,sports,69.92,3,0.29,email,AU,344,42,3675.58,0
C00819,ORD000740,2023-03-24,beauty,107.57,1,0.27,paid_search,UK,102,11,3032.69,1
C00426,ORD000741,2023-09-10,home_garden,121.19,5,0.02,organic_search,CA,133,23,3387.87,1
C00881,ORD000742,2023-09-15,electronics,404.37,3,0.17,direct,UK,61,36,1128.24,1
C00349,ORD000743,2023-07-01,toys,28.1,5,0.11,paid_search,FR,263,39,3350.73,0
C00949,ORD000744,2023-08-13,toys,231.28,1,0.39,direct,DE,52,36,219.43,1
C00646,ORD000745,2023-03-02,toys,106.67,3,0.06,social,FR,226,49,2534.42,0
C00102,ORD000746,2023-03-20,books,185.05,2,0.05,paid_search,AU,212,50,3847.48,1
C00829,ORD000747,2023-08-31,home_garden,146.95,2,0.03,social,FR,212,24,3150.91,1
C00772,ORD000748,2023-09-29,sports,394.67,2,0.32,email,AU,234,34,3975.09,1
C00031,ORD000749,2023-08-15,clothing,386.23,5,0.38,organic_search,CA,161,26,4909.91,1
C00063,ORD000750,2023-07-21,toys,23.36,2,0.36,organic_search,FR,365,43,4380.31,0
C00430,ORD000751,2023-07-25,books,351.89,3,0.29,social,CA,4,18,4502.04,0
C00151,ORD000752,2023-12-25,sports,225.86,2,0.36,direct,DE,333,29,3490.38,0
C00801,ORD000753,2023-11-29,sports,388.82,3,0.03,direct,CA,199,47,3597.21,0
C00533,ORD000754,2023-10-04,home_garden,110.8,5,0.22,direct,CA,325,11,126.87,0
C00553,ORD000755,2023-10-31,home_garden,124.46,3,0.29,direct,US,30,24,1306.18,1
C00127,ORD000756,2023-01-25,toys,327.23,1,0.18,direct,FR,2,30,1701.51,1
C00764,ORD000757,2023-10-25,beauty,358.75,5,0.34,paid_search,CA,153,19,3337.94,0
C00587,ORD000758,2023-12-11,clothing,358.6,5,0.3,organic_search,CA,264,38,970.85,0
C00466,ORD000759,2023-02-20,clothing,357.26,4,0.03,organic_search,AU,66,31,1081.77,1
C00694,ORD000760,2023-09-27,sports,296.18,5,0.31,social,DE,255,41,2122.88,1
C00954,ORD000761,2023-09-08,books,486.77,2,0.06,paid_search,AU,364,30,655.63,0
C00884,ORD000762,2023-09-28,electronics,348.76,4,0.19,referral,UK,286,24,4609.27,1
C00873,ORD000763,2023-07-29,electronics,64.83,5,0.12,direct,UK,60,24,1531.57,1
C00302,ORD000764,2023-09-06,electronics,396.65,2,0.31,email,US,156,19,1085.75,0
C00501,ORD000765,2023-01-02,electronics,276.03,1,0.35,email,AU,293,20,2833.16,0
C00801,ORD000766,2023-07-13,sports,418.06,5,0.05,paid_search,DE,325,30,3810.78,0
C00153,ORD000767,2023-06-16,electronics,400.91,5,0.16,paid_search,AU,173,35,238.64,0
C00454,ORD000768,2023-05-23,books,48.82,2,0.28,direct,FR,362,20,2809.61,1
C00573,ORD000769,2023-02-13,clothing,477.81,5,0.23,organic_search,DE,267,13,3755.29,0
C00020,ORD000770,2023-03-03,books,468.41,2,0.38,social,UK,125,46,4196.2,0
C00087,ORD000771,2023-10-01,beauty,163.61,5,0.02,organic_search,CA,223,12,2080.53,0
C00325,ORD000772,2023-07-15,home_garden,50.06,1,0.22,social,UK,93,17,3843.84,1
C00976,ORD000773,2023-07-28,books,88.75,5,0.38,paid_search,US,365,4,1497.14,1
C00146,ORD000774,2023-07-31,home_garden,132.68,1,0.02,paid_search,DE,300,16,2469.97,0
C00395,ORD000775,2023-02-28,home_garden,35.01,4,0.22,organic_search,AU,14,27,3171.37,0
C00020,ORD000776,2023-05-18,beauty,481.92,1,0.1,direct,FR,64,20,2845.55,0
C00867,ORD000777,2023-11-22,beauty,105.71,2,0.15,paid_search,UK,275,28,4807.15,0
C00043,ORD000778,2023-01-01,toys,235.0,5,0.12,paid_search,US,30,31,1373.78,1
C00697,ORD000779,2023-07-14,home_garden,422.01,2,0.23,direct,CA,23,11,3698.52,0
C00308,ORD000780,2023-02-15,sports,350.72,2,0.29,social,AU,107,40,2529.05,0
C00906,ORD000781,2023-12-16,home_garden,319.41,4,0.11,referral,CA,174,14,2304.4,0
C00017,ORD000782,2023-12-21,clothing,324.99,1,0.24,organic_search,US,344,12,2071.68,0
C00721,ORD000783,2023-09-08,toys,199.43,1,0.31,referral,FR,39,35,164.43,0
C00688,ORD000784,2023-08-16,books,66.09,4,0.33,social,AU,90,50,4061.23,0
C00128,ORD000785,2023-08-25,home_garden,468.44,4,0.0,referral,US,143,44,4607.78,1
C00093,ORD000786,2023-11-11,books,155.07,2,0.09,email,CA,18,18,2469.26,0
C00621,ORD000787,2023-04-18,electronics,102.06,4,0.04,social,DE,256,32,860.68,1
C00757,ORD000788,2023-10-17,books,342.78,5,0.07,direct,UK,33,9,1305.53,0
C00234,ORD000789,2023-09-25,books,392.22,2,0.34,organic_search,FR,347,35,3076.14,0
C00905,ORD000790,2023-08-21,electronics,469.26,1,0.34,social,AU,208,18,617.37,0
C00508,ORD000791,2023-07-05,beauty,380.72,2,0.02,email,DE,229,21,35.74,1
C00084,ORD000792,2023-10-20,toys,17.56,2,0.39,email,US,127,13,830.76,1
C00642,ORD000793,2023-11-17,electronics,18.8,4,0.32,direct,FR,171,17,1243.3,0
C00982,ORD000794,2023-06-24,toys,31.94,3,0.21,paid_search,US,307,40,2198.26,1
C00458,ORD000795,2023-10-24,electronics,47.34,1,0.37,email,CA,355,5,3915.4,1
C00822,ORD000796,2023-08-15,electronics,154.23,4,0.03,referral,US,286,4,1481.63,0
C00099,ORD000797,2023-11-13,toys,208.5,5,0.31,direct,US,232,25,2326.4,1
C00636,ORD000798,2023-11-14,electronics,173.11,1,0.18,social,DE,98,7,522.42,0
C00070,ORD000799,2023-10-31,toys,421.19,5,0.05,direct,CA,181,27,2412.18,0
C00191,ORD000800,2023-05-05,clothing,399.53,1,0.05,direct,AU,262,42,3774.32,1
C00907,ORD000801,2023-10-05,toys,77.08,4,0.12,social,CA,188,1,2593.23,0
C00149,ORD000802,2023-01-30,clothing,256.02,5,0.34,email,CA,100,13,3206.37,1
C00071,ORD000803,2023-06-24,clothing,335.59,4,0.24,social,DE,289,22,3084.35,1
C00167,ORD000804,2023-02-23,sports,438.67,1,0.2,organic_search,FR,114,45,1159.07,0
C00245,ORD000805,2023-09-04,books,385.33,3,0.32,email,UK,204,12,4132.16,1
C00011,ORD000806,2023-02-07,home_garden,19.86,1,0.06,email,UK,323,38,4564.42,1
C00999,ORD000807,2023-01-16,clothing,102.92,2,0.09,social,FR,89,22,4239.2,1
C00201,ORD000808,2023-01-12,clothing,422.23,1,0.01,referral,UK,194,42,3939.2,1
C00959,ORD000809,2023-04-18,home_garden,230.82,3,0.32,referral,UK,269,40,4409.5,0
C00067,ORD000810,2023-03-02,clothing,441.95,2,0.32,paid_search,DE,193,45,1877.53,0
C00652,ORD000811,2023-05-06,electronics,382.73,5,0.08,direct,CA,76,21,1243.39,0
C00287,ORD000812,2023-03-06,toys,256.59,5,0.35,paid_search,FR,41,31,3957.08,0
C00172,ORD000813,2023-09-18,sports,376.9,5,0.15,direct,AU,91,21,3565.31,0
C00495,ORD000814,2023-09-11,sports,137.83,4,0.26,direct,FR,18,14,1105.44,1
C00884,ORD000815,2023-05-01,sports,113.2,4,0.36,direct,UK,191,17,2757.25,1
C00087,ORD000816,2023-06-01,sports,261.82,2,0.23,email,DE,318,22,2136.25,1
C00419,ORD000817,2023-07-08,toys,251.28,3,0.15,paid_search,AU,119,17,3230.32,0
C00085,ORD000818,2023-05-31,toys,253.37,5,0.26,social,UK,50,8,366.03,1
C00206,ORD000819,2023-06-20,clothing,339.18,3,0.12,referral,CA,97,46,3024.13,1
C00876,ORD000820,2023-10-06,home_garden,9.22,3,0.11,social,AU,207,38,3791.45,1
C00670,ORD000821,2023-09-20,toys,475.99,4,0.09,referral,FR,107,31,1176.28,0
C00566,ORD000822,2023-08-28,books,408.13,3,0.32,social,UK,219,50,4710.23,1
C00450,ORD000823,2023-08-19,toys,281.43,3,0.06,paid_search,CA,4,32,4053.9,0
C00348,ORD000824,2023-04-26,sports,215.73,4,0.31,referral,DE,153,21,2938.91,0
C00033,ORD000825,2023-03-13,clothing,488.74,3,0.23,direct,DE,293,26,4901.06,1
C00401,ORD000826,2023-02-02,beauty,196.28,4,0.04,direct,AU,327,20,475.28,1
C00567,ORD000827,2023-04-01,electronics,414.11,5,0.2,paid_search,UK,35,25,1426.25,1
C00676,ORD000828,2023-09-26,electronics,230.06,3,0.21,paid_search,CA,210,26,793.61,1
C00550,ORD000829,2023-08-03,sports,372.86,4,0.38,paid_search,UK,105,20,2166.68,0
C00487,ORD000830,2023-03-23,beauty,289.67,3,0.23,direct,FR,350,30,1384.45,1
C00147,ORD000831,2023-08-17,electronics,413.17,5,0.32,direct,CA,291,32,2306.42,0
C00755,ORD000832,2023-02-16,home_garden,324.92,4,0.14,referral,CA,200,40,4118.91,0
C00426,ORD000833,2023-05-08,clothing,450.48,4,0.18,referral,UK,357,37,486.72,0
C00045,ORD000834,2023-05-03,toys,83.18,5,0.12,organic_search,FR,111,32,2062.28,0
C00125,ORD000835,2023-07-08,electronics,378.92,5,0.31,social,AU,230,11,1271.31,0
C00474,ORD000836,2023-01-14,electronics,321.24,4,0.15,referral,AU,99,26,198.5,1
C00727,ORD000837,2023-03-11,home_garden,336.8,4,0.19,organic_search,US,280,43,1219.05,0
C00144,ORD000838,2023-08-30,toys,143.18,2,0.07,organic_search,DE,51,12,1477.78,0
C00401,ORD000839,2023-03-28,electronics,337.34,1,0.27,paid_search,AU,183,12,1091.2,1
C00692,ORD000840,2023-09-30,clothing,223.82,1,0.33,direct,FR,339,46,3303.6,1
C00707,ORD000841,2023-06-07,sports,30.95,1,0.02,email,UK,127,24,4544.69,1
C00017,ORD000842,2023-08-04,electronics,494.7,3,0.33,referral,FR,32,15,4794.14,1
C00856,ORD000843,2023-12-07,clothing,363.39,1,0.17,organic_search,CA,165,36,3137.66,0
C00957,ORD000844,2023-10-05,sports,469.77,1,0.09,organic_search,CA,165,12,84.82,0
C00013,ORD000845,2023-07-19,clothing,232.09,1,0.26,social,FR,319,24,229.26,0
C00421,ORD000846,2023-06-04,toys,301.44,1,0.29,direct,UK,128,7,3003.34,0
C00714,ORD000847,2023-07-18,books,462.65,2,0.13,referral,FR,162,43,2415.83,1
C00624,ORD000848,2023-10-27,sports,194.27,2,0.2,referral,US,119,2,3085.58,0
C00317,ORD000849,2023-05-02,books,217.11,2,0.25,organic_search,UK,191,32,1490.11,1
C00210,ORD000850,2023-11-25,electronics,122.84,5,0.4,email,FR,168,9,1397.85,0
C00779,ORD000851,2023-01-21,beauty,396.93,4,0.26,social,US,117,47,1663.04,1
C00553,ORD000852,2023-01-28,books,494.25,2,0.24,email,DE,164,12,2217.38,1
C00891,ORD000853,2023-09-09,electronics,477.06,1,0.25,paid_search,UK,64,6,876.64,0
C00815,ORD000854,2023-04-15,clothing,256.18,4,0.29,social,UK,101,16,2125.84,0
C00311,ORD000855,2023-05-27,beauty,226.89,2,0.11,email,US,184,26,1894.81,1
C00433,ORD000856,2023-09-16,beauty,368.79,2,0.33,email,US,195,28,4271.67,0
C00944,ORD000857,2023-06-03,beauty,270.91,5,0.29,social,AU,237,20,2273.48,1
C00621,ORD000858,2023-09-04,electronics,169.95,4,0.08,paid_search,US,6,33,3654.54,1
C00415,ORD000859,2023-08-01,sports,485.39,3,0.15,social,FR,301,5,2049.85,1
C00944,ORD000860,2023-03-05,sports,466.4,2,0.08,email,CA,178,33,3548.55,1
C00378,ORD000861,2023-12-23,electronics,327.2,4,0.29,paid_search,AU,17,24,3158.45,0
C00715,ORD000862,2023-12-07,books,78.2,5,0.18,referral,UK,130,16,3014.73,0
C00862,ORD000863,2023-03-24,electronics,62.78,1,0.26,email,AU,361,38,4870.99,1
C00932,ORD000864,2023-04-07,sports,87.08,4,0.1,social,DE,272,43,4434.39,0
C00752,ORD000865,2023-07-30,toys,438.82,1,0.04,direct,CA,73,18,3746.16,0
C00408,ORD000866,2023-12-24,home_garden,8.18,2,0.33,organic_search,US,35,50,3484.62,1
C00671,ORD000867,2023-05-28,books,218.32,2,0.15,referral,UK,101,32,918.1,0
C00462,ORD000868,2023-10-18,toys,110.22,2,0.02,paid_search,UK,132,27,2209.24,0
C00112,ORD000869,2023-11-22,clothing,44.51,1,0.15,social,US,175,2,2932.38,0
C00689,ORD000870,2023-02-21,electronics,35.22,1,0.27,organic_search,US,108,34,3961.01,1
C00533,ORD000871,2023-05-17,sports,239.25,3,0.24,social,CA,349,22,4997.23,0
C00964,ORD000872,2023-07-04,books,202.24,5,0.02,social,CA,51,1,2290.03,0
C00743,ORD000873,2023-03-13,electronics,302.95,5,0.11,referral,UK,188,29,3095.57,0
C00487,ORD000874,2023-09-21,sports,331.81,1,0.39,social,US,324,24,4368.44,0
C00754,ORD000875,2023-06-16,books,224.93,5,0.19,referral,DE,41,23,2145.3,0
C00954,ORD000876,2023-09-01,books,429.26,1,0.29,social,DE,99,46,724.38,1
C00586,ORD000877,2023-09-16,electronics,68.29,1,0.12,referral,DE,239,11,4483.08,0
C00494,ORD000878,2023-12-06,beauty,124.25,2,0.07,referral,FR,45,7,2180.12,0
C00165,ORD000879,2023-06-17,sports,384.32,2,0.29,referral,AU,343,8,3330.73,0
C00649,ORD000880,2023-09-09,electronics,398.79,3,0.35,direct,DE,33,42,1722.7,0
C00761,ORD000881,2023-07-15,books,322.84,5,0.39,email,UK,114,17,587.29,1
C00092,ORD000882,2023-06-24,books,298.14,2,0.3,organic_search,DE,188,9,4268.12,0
C00591,ORD000883,2023-01-01,home_garden,35.63,5,0.08,email,AU,163,50,1831.47,0
C00816,ORD000884,2023-03-06,beauty,333.55,5,0.09,email,US,275,30,1586.47,0
C00304,ORD000885,2023-04-23,sports,341.59,2,0.24,paid_search,FR,340,45,181.38,1
C00515,ORD000886,2023-12-19,electronics,140.36,5,0.19,paid_search,AU,149,46,4832.81,1
C00830,ORD000887,2023-06-20,clothing,414.8,2,0.34,paid_search,FR,26,50,903.31,1
C00402,ORD000888,2023-06-03,toys,331.33,2,0.4,direct,AU,172,28,3392.71,0
C00776,ORD000889,2023-07-20,sports,40.55,3,0.11,paid_search,FR,280,26,495.62,1
C00811,ORD000890,2023-10-25,toys,403.51,3,0.18,paid_search,DE,70,29,3482.82,1
C00149,ORD000891,2023-04-18,clothing,403.16,2,0.29,organic_search,CA,294,7,3394.81,0
C00152,ORD000892,2023-07-12,sports,341.33,2,0.37,organic_search,CA,242,12,4725.87,1
C00528,ORD000893,2023-11-29,home_garden,298.73,2,0.25,email,UK,17,8,1211.87,1
C00705,ORD000894,2023-11-02,clothing,328.13,4,0.31,referral,FR,45,50,2323.73,0
C00392,ORD000895,2023-05-21,books,328.33,3,0.0,organic_search,US,62,32,3210.63,0
C00231,ORD000896,2023-01-12,beauty,288.63,5,0.19,referral,FR,48,38,913.67,0
C00661,ORD000897,2023-12-26,sports,152.69,2,0.04,organic_search,FR,275,12,2032.6,0
C00404,ORD000898,2023-10-12,toys,270.53,5,0.2,direct,DE,275,46,4095.95,0
C00772,ORD000899,2023-04-17,books,449.31,2,0.34,referral,UK,2,36,2241.69,1
C00041,ORD000900,2023-03-07,beauty,107.08,2,0.04,social,US,43,8,2535.68,0
C00558,ORD000901,2023-03-29,sports,488.67,1,0.1,organic_search,DE,150,43,2675.17,1
C00503,ORD000902,2023-12-22,home_garden,263.72,3,0.24,direct,UK,352,7,3316.46,1
C00038,ORD000903,2023-04-07,clothing,153.36,2,0.38,direct,DE,110,38,1801.74,1
C00638,ORD000904,2023-08-05,electronics,277.18,3,0.15,paid_search,AU,233,6,4724.26,0
C00963,ORD000905,2023-12-22,clothing,270.27,1,0.25,social,FR,356,42,971.21,1
C00674,ORD000906,2023-11-28,toys,258.16,2,0.17,paid_search,CA,222,25,139.29,0
C00080,ORD000907,2023-05-19,electronics,268.08,5,0.16,social,FR,45,24,4547.13,0
C00150,ORD000908,2023-04-26,home_garden,9.88,4,0.39,paid_search,AU,53,8,886.9,0
C00314,ORD000909,2023-10-29,toys,404.37,1,0.21,referral,DE,144,36,1362.56,1
C00050,ORD000910,2023-03-29,home_garden,473.52,4,0.07,referral,FR,272,36,2977.14,0
C00489,ORD000911,2023-10-31,clothing,133.24,5,0.29,referral,UK,73,25,2842.13,1
C00941,ORD000912,2023-11-24,home_garden,355.21,2,0.27,email,FR,234,12,2200.41,1
C00480,ORD000913,2023-09-15,home_garden,141.53,4,0.21,referral,UK,156,41,4291.03,0
C00417,ORD000914,2023-06-10,toys,49.62,1,0.03,paid_search,US,84,37,296.48,0
C00568,ORD000915,2023-09-10,toys,437.8,4,0.27,referral,UK,245,32,2579.91,0
C00910,ORD000916,2023-09-30,books,66.72,1,0.25,referral,US,365,28,3515.93,0
C00251,ORD000917,2023-12-05,toys,499.59,5,0.27,organic_search,DE,229,11,3375.87,0
C00537,ORD000918,2023-04-26,clothing,42.19,2,0.21,organic_search,AU,253,25,860.71,0
C00347,ORD000919,2023-12-14,clothing,416.7,1,0.12,email,CA,135,14,21.15,0
C00404,ORD000920,2023-04-22,home_garden,464.91,5,0.33,organic_search,AU,316,32,296.91,1
C00472,ORD000921,2023-06-18,home_garden,180.18,1,0.14,referral,UK,205,23,54.23,1
C00203,ORD000922,2023-02-13,beauty,259.59,2,0.16,email,US,79,50,3286.6,1
C00405,ORD000923,2023-07-11,home_garden,185.43,2,0.21,social,US,224,43,4198.39,1
C00363,ORD000924,2023-08-11,electronics,182.82,2,0.04,social,US,68,26,2111.07,1
C00033,ORD000925,2023-03-24,books,103.5,4,0.38,social,US,215,32,2755.12,0
C00732,ORD000926,2023-03-07,home_garden,376.79,4,0.2,referral,AU,67,8,4788.82,0
C00130,ORD000927,2023-03-21,home_garden,252.5,2,0.02,social,AU,305,48,50.06,0
C00289,ORD000928,2023-09-06,electronics,381.65,2,0.25,referral,DE,95,16,1412.88,1
C00270,ORD000929,2023-12-25,clothing,334.83,4,0.08,referral,US,358,47,2516.65,1
C00876,ORD000930,2023-10-30,books,319.07,2,0.05,email,US,140,13,4646.2,1
C00632,ORD000931,2023-04-13,electronics,432.85,4,0.16,social,FR,324,15,1116.66,0
C00063,ORD000932,2023-09-19,sports,323.72,3,0.04,social,CA,179,46,2096.19,1
C00049,ORD000933,2023-04-04,electronics,5.27,3,0.08,email,CA,310,7,2160.23,1
C00504,ORD000934,2023-07-06,home_garden,155.66,1,0.27,referral,DE,66,22,1809.24,0
C00761,ORD000935,2023-10-29,beauty,304.33,2,0.26,paid_search,DE,196,6,4437.1,1
C00761,ORD000936,2023-11-05,electronics,25.31,2,0.08,email,US,38,35,3098.86,1
C00486,ORD000937,2023-04-14,beauty,361.78,1,0.05,email,DE,364,17,4459.02,0
C00867,ORD000938,2023-10-14,home_garden,447.98,4,0.25,organic_search,AU,34,31,2100.83,0
C00516,ORD000939,2023-01-12,clothing,301.58,2,0.12,direct,US,355,13,3706.17,0
C00702,ORD000940,2023-09-30,toys,259.18,1,0.07,direct,AU,287,50,1957.33,0
C00212,ORD000941,2023-04-05,electronics,84.2,2,0.24,organic_search,DE,233,33,3541.69,1
C00311,ORD000942,2023-04-23,home_garden,355.59,5,0.05,paid_search,US,273,16,1466.3,0
C00965,ORD000943,2023-05-23,clothing,138.87,1,0.26,paid_search,UK,273,8,16.99,1
C00620,ORD000944,2023-07-08,home_garden,46.21,5,0.11,paid_search,AU,313,19,1629.93,1
C00836,ORD000945,2023-01-06,toys,180.96,3,0.07,organic_search,DE,336,50,4695.69,0
C00740,ORD000946,2023-12-19,sports,473.1,3,0.35,referral,DE,282,14,4086.07,1
C00276,ORD000947,2023-04-15,beauty,316.75,4,0.06,paid_search,FR,222,24,750.19,0
C00508,ORD000948,2023-04-03,sports,96.59,2,0.08,email,FR,92,42,1417.4,1
C00907,ORD000949,2023-04-01,toys,200.13,5,0.08,paid_search,US,218,16,2280.57,0
C00413,ORD000950,2023-02-21,books,265.76,1,0.24,email,AU,10,8,4134.55,0
C00660,ORD000951,2023-01-23,clothing,127.93,1,0.11,referral,DE,6,1,4788.51,1
C00754,ORD000952,2023-06-23,toys,355.19,2,0.06,direct,AU,83,20,1665.46,1
C00058,ORD000953,2023-10-06,books,137.39,5,0.05,organic_search,US,278,19,521.8,0
C00426,ORD000954,2023-03-14,electronics,456.52,1,0.09,email,UK,180,42,1441.36,0
C00701,ORD000955,2023-07-16,books,442.69,1,0.2,organic_search,UK,52,19,1792.97,0
C00122,ORD000956,2023-07-04,electronics,448.32,5,0.06,email,DE,171,39,915.01,1
C00915,ORD000957,2023-12-08,books,154.27,3,0.14,organic_search,CA,255,43,1851.87,1
C00929,ORD000958,2023-12-31,toys,42.8,1,0.34,paid_search,FR,75,21,747.42,1
C00816,ORD000959,2023-09-02,toys,38.32,5,0.17,referral,CA,74,6,1622.04,1
C00786,ORD000960,2023-07-17,home_garden,163.06,4,0.19,email,DE,325,22,699.72,0
C00944,ORD000961,2023-05-06,sports,212.24,4,0.22,email,DE,274,15,1929.29,1
C00432,ORD000962,2023-09-27,beauty,389.41,2,0.28,paid_search,CA,1,14,4969.59,1
C00572,ORD000963,2023-08-31,clothing,460.85,1,0.36,social,UK,150,30,729.26,0
C00996,ORD000964,2023-08-04,clothing,109.31,2,0.02,paid_search,US,356,46,723.95,0
C00713,ORD000965,2023-08-06,home_garden,31.77,1,0.27,organic_search,AU,304,11,160.63,1
C00081,ORD000966,2023-05-06,electronics,11.18,4,0.06,paid_search,AU,71,48,2641.98,0
C00482,ORD000967,2023-07-30,books,171.98,1,0.11,paid_search,US,328,3,3024.83,1
C00165,ORD000968,2023-01-06,sports,417.18,4,0.22,social,DE,256,20,3549.67,0
C00161,ORD000969,2023-05-20,electronics,263.14,2,0.3,email,DE,28,15,1967.53,0
C01000,ORD000970,2023-10-14,beauty,421.65,4,0.19,referral,FR,207,25,832.47,0
C00663,ORD000971,2023-08-06,clothing,138.61,1,0.03,direct,CA,14,16,1418.21,0
C00067,ORD000972,2023-04-19,beauty,10.43,3,0.08,paid_search,FR,16,16,1353.15,0
C00579,ORD000973,2023-01-23,beauty,493.31,4,0.02,social,US,158,1,4902.9,0
C00982,ORD000974,2023-07-23,beauty,101.47,4,0.29,paid_search,FR,345,7,1663.28,0
C00516,ORD000975,2023-02-21,beauty,404.71,2,0.01,email,AU,300,3,1457.7,1
C00475,ORD000976,2023-02-10,books,51.18,2,0.35,referral,FR,72,50,3595.59,0
C00514,ORD000977,2023-09-22,books,306.33,5,0.37,social,AU,67,22,1461.3,0
C00963,ORD000978,2023-08-09,electronics,445.89,4,0.1,direct,DE,38,10,2838.84,0
C00100,ORD000979,2023-01-08,clothing,384.33,3,0.22,organic_search,AU,48,30,1575.46,0
C00166,ORD000980,2023-02-04,home_garden,290.37,3,0.04,paid_search,FR,235,17,4930.86,0
C00782,ORD000981,2023-08-15,books,462.46,1,0.39,email,US,186,19,2010.69,0
C00940,ORD000982,2023-12-15,clothing,223.21,5,0.34,social,CA,42,44,2071.84,1
C00899,ORD000983,2023-12-16,electronics,312.2,1,0.3,paid_search,FR,287,1,781.27,1
C00385,ORD000984,2023-03-23,beauty,202.64,1,0.09,email,FR,47,23,2334.73,1
C00922,ORD000985,2023-08-27,electronics,47.48,1,0.37,email,AU,102,26,1650.32,1
C00619,ORD000986,2023-09-06,clothing,352.63,4,0.05,email,US,279,10,4743.18,1
C00219,ORD000987,2023-06-13,beauty,20.51,5,0.31,organic_search,CA,220,31,1074.97,1
C00024,ORD000988,2023-12-17,sports,138.57,2,0.03,organic_search,CA,207,6,1498.7,0
C00893,ORD000989,2023-08-03,beauty,110.98,3,0.07,organic_search,US,219,22,4817.2,1
C00204,ORD000990,2023-06-28,sports,243.4,5,0.28,paid_search,FR,223,23,4563.86,0
C00843,ORD000991,2023-01-06,beauty,392.62,5,0.08,referral,FR,296,40,731.64,0
C00844,ORD000992,2023-06-12,electronics,79.5,4,0.37,email,CA,58,44,2037.87,1
C00004,ORD000993,2023-08-19,toys,429.35,4,0.26,direct,US,18,14,3731.08,1
C00714,ORD000994,2023-10-07,toys,87.22,4,0.09,paid_search,UK,347,37,4775.97,1
C00373,ORD000995,2023-01-09,home_garden,448.84,5,0.33,organic_search,FR,255,42,4995.25,1
C00361,ORD000996,2023-06-30,toys,273.52,5,0.39,social,US,90,30,2147.63,1
C00610,ORD000997,2023-03-25,beauty,220.76,3,0.34,referral,FR,223,41,1423.41,0
C00948,ORD000998,2023-02-20,electronics,403.94,1,0.04,organic_search,DE,210,7,2487.06,0
C00950,ORD000999,2023-10-06,electronics,318.59,5,0.23,organic_search,FR,148,27,1067.24,0
C00565,ORD001000,2023-07-15,electronics,101.8,4,0.38,social,AU,211,42,3522.14,0
C00008,ORD001001,2023-07-11,toys,115.85,3,0.11,referral,CA,157,27,3369.77,1
C00931,ORD001002,2023-08-01,electronics,12.69,2,0.32,direct,FR,307,21,1682.1,0
C00441,ORD001003,2023-05-04,beauty,486.88,2,0.25,email,US,295,28,653.06,1
C00746,ORD001004,2023-03-30,sports,452.56,5,0.06,paid_search,US,363,9,2526.24,0
C00804,ORD001005,2023-07-20,toys,382.28,3,0.33,paid_search,CA,104,6,475.39,0
C00644,ORD001006,2023-10-31,clothing,18.77,5,0.37,organic_search,DE,195,2,3714.27,1
C00465,ORD001007,2023-11-21,books,389.91,2,0.1,paid_search,CA,99,35,4203.88,0
C00827,ORD001008,2023-07-13,toys,133.94,1,0.11,paid_search,FR,11,41,4924.14,0
C00114,ORD001009,2023-08-24,beauty,65.73,2,0.11,paid_search,US,39,32,4224.67,0
C00213,ORD001010,2023-07-20,electronics,248.06,1,0.17,email,FR,39,14,3439.81,1
C00322,ORD001011,2023-11-21,sports,405.23,2,0.12,paid_search,FR,290,41,3037.21,1
C01000,ORD001012,2023-06-25,home_garden,244.54,5,0.24,organic_search,UK,267,48,1279.96,1
